"year","month","day","team","opponent","location","teamscore","oppscore","canceled","postponed","OT","D1"
2020,11,25,"A&M-Corpus Christi","Tex. A&M Int'l","H",64,53,FALSE,FALSE,NA,1
2020,11,28,"A&M-Corpus Christi","Texas St.","H",63,75,FALSE,FALSE,NA,2
2020,11,30,"A&M-Corpus Christi","SMU","V",54,91,FALSE,FALSE,NA,2
2020,12,2,"A&M-Corpus Christi","UTRGV","V",59,62,FALSE,FALSE,NA,2
2020,12,10,"A&M-Corpus Christi","UTRGV","H",NA,NA,FALSE,FALSE,NA,2
2020,12,12,"A&M-Corpus Christi","Texas Tech","N",NA,NA,FALSE,FALSE,NA,2
2020,12,15,"A&M-Corpus Christi","Texas St.","V",NA,NA,FALSE,FALSE,NA,2
2020,12,29,"A&M-Corpus Christi","Texas","V",NA,NA,FALSE,FALSE,NA,2
2021,1,2,"A&M-Corpus Christi","Southeastern La.","V",NA,NA,FALSE,FALSE,NA,2
2021,1,6,"A&M-Corpus Christi","SFA","H",NA,NA,FALSE,FALSE,NA,2
2021,1,9,"A&M-Corpus Christi","Abilene Christian","H",NA,NA,FALSE,FALSE,NA,2
2021,1,16,"A&M-Corpus Christi","Lamar University","V",NA,NA,FALSE,FALSE,NA,2
2021,1,20,"A&M-Corpus Christi","New Orleans","V",NA,NA,FALSE,FALSE,NA,2
2021,1,23,"A&M-Corpus Christi","UIW","V",NA,NA,FALSE,FALSE,NA,2
2021,1,27,"A&M-Corpus Christi","Sam Houston St.","H",NA,NA,FALSE,FALSE,NA,2
2021,1,30,"A&M-Corpus Christi","Houston Baptist","H",NA,NA,FALSE,FALSE,NA,2
2021,2,6,"A&M-Corpus Christi","UIW","H",NA,NA,FALSE,FALSE,NA,2
2021,2,10,"A&M-Corpus Christi","SFA","V",NA,NA,FALSE,FALSE,NA,2
2021,2,13,"A&M-Corpus Christi","Abilene Christian","V",NA,NA,FALSE,FALSE,NA,2
2021,2,17,"A&M-Corpus Christi","Southeastern La.","H",NA,NA,FALSE,FALSE,NA,2
2021,2,20,"A&M-Corpus Christi","Lamar University","H",NA,NA,FALSE,FALSE,NA,2
2021,2,24,"A&M-Corpus Christi","New Orleans","H",NA,NA,FALSE,FALSE,NA,2
2021,3,3,"A&M-Corpus Christi","Sam Houston St.","V",NA,NA,FALSE,FALSE,NA,2
2021,3,6,"A&M-Corpus Christi","Houston Baptist","V",NA,NA,FALSE,FALSE,NA,2
2020,11,25,"Abilene Christian","ETSU","N",70,47,FALSE,FALSE,NA,2
2020,11,27,"Abilene Christian","Austin Peay","N",80,72,FALSE,FALSE,NA,2
2020,11,28,"Abilene Christian","Omaha","N",70,58,FALSE,FALSE,NA,2
2020,12,1,"Abilene Christian","Howard Payne","H",81,51,FALSE,FALSE,NA,1
2020,12,5,"Abilene Christian","Tarleton St.","H",NA,NA,FALSE,FALSE,NA,2
2020,12,9,"Abilene Christian","Texas Tech","V",NA,NA,FALSE,FALSE,NA,2
2020,12,12,"Abilene Christian","McMurry","H",NA,NA,FALSE,FALSE,NA,1
2020,12,16,"Abilene Christian","Hardin-Simmons","H",NA,NA,FALSE,FALSE,NA,1
2020,12,22,"Abilene Christian","Arkansas","V",NA,NA,FALSE,FALSE,NA,2
2020,12,29,"Abilene Christian","Dallas Christian","H",NA,NA,FALSE,FALSE,NA,1
2021,1,2,"Abilene Christian","Lamar University","H",NA,NA,FALSE,FALSE,NA,2
2021,1,6,"Abilene Christian","Houston Baptist","V",NA,NA,FALSE,FALSE,NA,2
2021,1,9,"Abilene Christian","A&M-Corpus Christi","V",NA,NA,FALSE,FALSE,NA,2
2021,1,16,"Abilene Christian","Southeastern La.","H",NA,NA,FALSE,FALSE,NA,2
2021,1,20,"Abilene Christian","Sam Houston St.","V",NA,NA,FALSE,FALSE,NA,2
2021,1,23,"Abilene Christian","Central Ark.","H",NA,NA,FALSE,FALSE,NA,2
2021,1,27,"Abilene Christian","SFA","H",NA,NA,FALSE,FALSE,NA,2
2021,1,30,"Abilene Christian","UIW","V",NA,NA,FALSE,FALSE,NA,2
2021,2,6,"Abilene Christian","Lamar University","V",NA,NA,FALSE,FALSE,NA,2
2021,2,10,"Abilene Christian","Houston Baptist","H",NA,NA,FALSE,FALSE,NA,2
2021,2,13,"Abilene Christian","A&M-Corpus Christi","H",NA,NA,FALSE,FALSE,NA,2
2021,2,20,"Abilene Christian","Southeastern La.","V",NA,NA,FALSE,FALSE,NA,2
2021,2,24,"Abilene Christian","Sam Houston St.","H",NA,NA,FALSE,FALSE,NA,2
2021,2,27,"Abilene Christian","Central Ark.","V",NA,NA,FALSE,FALSE,NA,2
2021,3,3,"Abilene Christian","SFA","V",NA,NA,FALSE,FALSE,NA,2
2021,3,6,"Abilene Christian","UIW","H",NA,NA,FALSE,FALSE,NA,2
2020,11,28,"Air Force","CSUN","N",66,61,FALSE,FALSE,NA,2
2020,11,29,"Air Force","Seattle U","N",45,63,FALSE,FALSE,NA,2
2020,12,2,"Air Force","Denver","H",NA,NA,FALSE,TRUE,NA,2
2020,12,5,"Air Force","Lamar University","H",NA,NA,FALSE,FALSE,NA,2
2020,12,13,"Air Force","Drake","V",NA,NA,FALSE,FALSE,NA,2
2020,12,18,"Air Force","Nevada","V",NA,NA,FALSE,FALSE,NA,2
2020,12,20,"Air Force","Nevada","V",NA,NA,FALSE,FALSE,NA,2
2020,12,23,"Air Force","Utah Valley","H",NA,NA,FALSE,FALSE,NA,2
2020,12,31,"Air Force","Utah St.","H",NA,NA,FALSE,FALSE,NA,2
2021,1,2,"Air Force","Utah St.","H",NA,NA,FALSE,FALSE,NA,2
2021,1,6,"Air Force","Boise St.","V",NA,NA,FALSE,FALSE,NA,2
2021,1,8,"Air Force","Boise St.","V",NA,NA,FALSE,FALSE,NA,2
2021,1,16,"Air Force","Wyoming","H",NA,NA,FALSE,FALSE,NA,2
2021,1,18,"Air Force","Wyoming","H",NA,NA,FALSE,FALSE,NA,2
2021,1,22,"Air Force","San Diego St.","H",NA,NA,FALSE,FALSE,NA,2
2021,1,24,"Air Force","San Diego St.","H",NA,NA,FALSE,FALSE,NA,2
2021,1,28,"Air Force","San Jose St.","V",NA,NA,FALSE,FALSE,NA,2
2021,1,30,"Air Force","San Jose St.","V",NA,NA,FALSE,FALSE,NA,2
2021,2,5,"Air Force","UNLV","V",NA,NA,FALSE,FALSE,NA,2
2021,2,7,"Air Force","UNLV","V",NA,NA,FALSE,FALSE,NA,2
2021,2,11,"Air Force","Fresno St.","H",NA,NA,FALSE,FALSE,NA,2
2021,2,13,"Air Force","Fresno St.","H",NA,NA,FALSE,FALSE,NA,2
2021,2,22,"Air Force","New Mexico","H",NA,NA,FALSE,FALSE,NA,2
2021,2,24,"Air Force","New Mexico","H",NA,NA,FALSE,FALSE,NA,2
2021,2,27,"Air Force","Colorado St.","V",NA,NA,FALSE,FALSE,NA,2
2021,3,1,"Air Force","Colorado St.","V",NA,NA,FALSE,FALSE,NA,2
2020,12,5,"Akron","Marshall","H",NA,NA,FALSE,FALSE,NA,2
2020,12,15,"Akron","St. Bonaventure","N",NA,NA,FALSE,FALSE,NA,2
2020,12,19,"Akron","Kent St.","V",NA,NA,FALSE,FALSE,NA,2
2020,12,22,"Akron","Ohio","H",NA,NA,FALSE,FALSE,NA,2
2021,1,2,"Akron","Buffalo","H",NA,NA,FALSE,FALSE,NA,2
2021,1,5,"Akron","Central Mich.","H",NA,NA,FALSE,FALSE,NA,2
2021,1,9,"Akron","Eastern Mich.","V",NA,NA,FALSE,FALSE,NA,2
2021,1,12,"Akron","Northern Ill.","V",NA,NA,FALSE,FALSE,NA,2
2021,1,16,"Akron","Toledo","H",NA,NA,FALSE,FALSE,NA,2
2021,1,19,"Akron","Bowling Green","V",NA,NA,FALSE,FALSE,NA,2
2021,1,23,"Akron","Western Mich.","V",NA,NA,FALSE,FALSE,NA,2
2021,1,26,"Akron","Eastern Mich.","H",NA,NA,FALSE,FALSE,NA,2
2021,1,30,"Akron","Ball St.","H",NA,NA,FALSE,FALSE,NA,2
2021,2,2,"Akron","Toledo","V",NA,NA,FALSE,FALSE,NA,2
2021,2,6,"Akron","Kent St.","H",NA,NA,FALSE,FALSE,NA,2
2021,2,9,"Akron","Ohio","V",NA,NA,FALSE,FALSE,NA,2
2021,2,13,"Akron","Miami (OH)","V",NA,NA,FALSE,FALSE,NA,2
2021,2,16,"Akron","Northern Ill.","H",NA,NA,FALSE,FALSE,NA,2
2021,2,20,"Akron","Ball St.","V",NA,NA,FALSE,FALSE,NA,2
2021,2,27,"Akron","Bowling Green","H",NA,NA,FALSE,FALSE,NA,2
2021,3,2,"Akron","Buffalo","V",NA,NA,FALSE,FALSE,NA,2
2021,3,5,"Akron","Miami (OH)","H",NA,NA,FALSE,FALSE,NA,2
2020,11,25,"Alabama","Jacksonville St.","H",81,57,FALSE,FALSE,NA,2
2020,11,30,"Alabama","Stanford","N",64,82,FALSE,FALSE,NA,2
2020,12,1,"Alabama","UNLV","N",86,74,FALSE,FALSE,NA,2
2020,12,2,"Alabama","Providence","N",88,71,FALSE,FALSE,NA,2
2020,12,12,"Alabama","Clemson","N",NA,NA,FALSE,FALSE,NA,2
2020,12,15,"Alabama","Furman","H",NA,NA,FALSE,FALSE,NA,2
2020,12,19,"Alabama","Houston","H",NA,NA,FALSE,FALSE,NA,2
2020,12,22,"Alabama","ETSU","H",NA,NA,FALSE,FALSE,NA,2
2020,12,29,"Alabama","Ole Miss","H",NA,NA,FALSE,FALSE,NA,2
2021,1,2,"Alabama","Tennessee","V",NA,NA,FALSE,FALSE,NA,2
2021,1,5,"Alabama","Florida","H",NA,NA,FALSE,FALSE,NA,2
2021,1,9,"Alabama","Auburn","V",NA,NA,FALSE,FALSE,NA,2
2021,1,12,"Alabama","Kentucky","V",NA,NA,FALSE,FALSE,NA,2
2021,1,16,"Alabama","Arkansas","H",NA,NA,FALSE,FALSE,NA,2
2021,1,19,"Alabama","LSU","V",NA,NA,FALSE,FALSE,NA,2
2021,1,23,"Alabama","Mississippi St.","H",NA,NA,FALSE,FALSE,NA,2
2021,1,26,"Alabama","Kentucky","H",NA,NA,FALSE,FALSE,NA,2
2021,1,30,"Alabama","Oklahoma","V",NA,NA,FALSE,FALSE,NA,2
2021,2,3,"Alabama","LSU","H",NA,NA,FALSE,FALSE,NA,2
2021,2,6,"Alabama","Missouri","V",NA,NA,FALSE,FALSE,NA,2
2021,2,9,"Alabama","South Carolina","V",NA,NA,FALSE,FALSE,NA,2
2021,2,13,"Alabama","Georgia","H",NA,NA,FALSE,FALSE,NA,2
2021,2,17,"Alabama","Texas A&M","V",NA,NA,FALSE,FALSE,NA,2
2021,2,20,"Alabama","Vanderbilt","H",NA,NA,FALSE,FALSE,NA,2
2021,2,24,"Alabama","Arkansas","V",NA,NA,FALSE,FALSE,NA,2
2021,2,27,"Alabama","Mississippi St.","V",NA,NA,FALSE,FALSE,NA,2
2021,3,2,"Alabama","Auburn","H",NA,NA,FALSE,FALSE,NA,2
2020,11,29,"Alabama A&M","Samford","V",78,76,FALSE,FALSE,NA,2
2020,12,5,"Alabama A&M","Ohio St.","V",NA,NA,FALSE,FALSE,NA,2
2020,12,16,"Alabama A&M","North Ala.","V",NA,NA,FALSE,FALSE,NA,2
2020,12,19,"Alabama A&M","South Alabama","H",NA,NA,FALSE,FALSE,NA,2
2021,1,2,"Alabama A&M","Jackson St.","H",NA,NA,FALSE,FALSE,NA,2
2021,1,4,"Alabama A&M","Grambling","H",NA,NA,FALSE,FALSE,NA,2
2021,1,9,"Alabama A&M","Mississippi Val.","V",NA,NA,FALSE,FALSE,NA,2
2021,1,11,"Alabama A&M","Ark.-Pine Bluff","V",NA,NA,FALSE,FALSE,NA,2
2021,1,16,"Alabama A&M","Alabama St.","H",NA,NA,FALSE,FALSE,NA,2
2021,1,23,"Alabama A&M","Southern U.","H",NA,NA,FALSE,FALSE,NA,2
2021,1,25,"Alabama A&M","Alcorn","H",NA,NA,FALSE,FALSE,NA,2
2021,1,30,"Alabama A&M","Prairie View","V",NA,NA,FALSE,FALSE,NA,2
2021,2,1,"Alabama A&M","Texas Southern","V",NA,NA,FALSE,FALSE,NA,2
2021,2,6,"Alabama A&M","Mississippi Val.","H",NA,NA,FALSE,FALSE,NA,2
2021,2,8,"Alabama A&M","Ark.-Pine Bluff","H",NA,NA,FALSE,FALSE,NA,2
2021,2,13,"Alabama A&M","Alabama St.","V",NA,NA,FALSE,FALSE,NA,2
2021,2,20,"Alabama A&M","Southern U.","V",NA,NA,FALSE,FALSE,NA,2
2021,2,22,"Alabama A&M","Alcorn","V",NA,NA,FALSE,FALSE,NA,2
2021,2,27,"Alabama A&M","Prairie View","H",NA,NA,FALSE,FALSE,NA,2
2021,3,1,"Alabama A&M","Texas Southern","H",NA,NA,FALSE,FALSE,NA,2
2021,3,4,"Alabama A&M","Jackson St.","V",NA,NA,FALSE,FALSE,NA,2
2021,3,6,"Alabama A&M","Grambling","V",NA,NA,FALSE,FALSE,NA,2
2021,1,2,"Alabama St.","Grambling","H",NA,NA,FALSE,FALSE,NA,2
2021,1,4,"Alabama St.","Jackson St.","H",NA,NA,FALSE,FALSE,NA,2
2021,1,9,"Alabama St.","Ark.-Pine Bluff","V",NA,NA,FALSE,FALSE,NA,2
2021,1,11,"Alabama St.","Mississippi Val.","V",NA,NA,FALSE,FALSE,NA,2
2021,1,16,"Alabama St.","Alabama A&M","V",NA,NA,FALSE,FALSE,NA,2
2021,1,23,"Alabama St.","Alcorn","H",NA,NA,FALSE,FALSE,NA,2
2021,1,25,"Alabama St.","Southern U.","H",NA,NA,FALSE,FALSE,NA,2
2021,1,30,"Alabama St.","Texas Southern","V",NA,NA,FALSE,FALSE,NA,2
2021,2,1,"Alabama St.","Prairie View","V",NA,NA,FALSE,FALSE,NA,2
2021,2,6,"Alabama St.","Ark.-Pine Bluff","H",NA,NA,FALSE,FALSE,NA,2
2021,2,8,"Alabama St.","Mississippi Val.","H",NA,NA,FALSE,FALSE,NA,2
2021,2,13,"Alabama St.","Alabama A&M","H",NA,NA,FALSE,FALSE,NA,2
2021,2,20,"Alabama St.","Alcorn","V",NA,NA,FALSE,FALSE,NA,2
2021,2,22,"Alabama St.","Southern U.","V",NA,NA,FALSE,FALSE,NA,2
2021,2,27,"Alabama St.","Texas Southern","H",NA,NA,FALSE,FALSE,NA,2
2021,3,1,"Alabama St.","Prairie View","H",NA,NA,FALSE,FALSE,NA,2
2021,3,4,"Alabama St.","Grambling","V",NA,NA,FALSE,FALSE,NA,2
2021,3,6,"Alabama St.","Jackson St.","V",NA,NA,FALSE,FALSE,NA,2
2020,11,28,"Albany (NY)","Marist","H",NA,NA,TRUE,FALSE,NA,2
2020,12,19,"Albany (NY)","UMBC","H",NA,NA,FALSE,FALSE,NA,2
2020,12,20,"Albany (NY)","UMBC","H",NA,NA,FALSE,FALSE,NA,2
2020,12,23,"Albany (NY)","Bryant","H",NA,NA,FALSE,FALSE,NA,2
2021,1,2,"Albany (NY)","Vermont","V",NA,NA,FALSE,FALSE,NA,2
2021,1,3,"Albany (NY)","Vermont","V",NA,NA,FALSE,FALSE,NA,2
2021,1,9,"Albany (NY)","Stony Brook","H",NA,NA,FALSE,FALSE,NA,2
2021,1,10,"Albany (NY)","Stony Brook","H",NA,NA,FALSE,FALSE,NA,2
2021,1,16,"Albany (NY)","NJIT","H",NA,NA,FALSE,FALSE,NA,2
2021,1,17,"Albany (NY)","NJIT","H",NA,NA,FALSE,FALSE,NA,2
2021,1,23,"Albany (NY)","New Hampshire","V",NA,NA,FALSE,FALSE,NA,2
2021,1,24,"Albany (NY)","New Hampshire","V",NA,NA,FALSE,FALSE,NA,2
2021,1,30,"Albany (NY)","UMass Lowell","H",NA,NA,FALSE,FALSE,NA,2
2021,1,31,"Albany (NY)","UMass Lowell","H",NA,NA,FALSE,FALSE,NA,2
2021,2,6,"Albany (NY)","Maine","V",NA,NA,FALSE,FALSE,NA,2
2021,2,7,"Albany (NY)","Maine","V",NA,NA,FALSE,FALSE,NA,2
